rawLabel,normalizedLabel,documentCode,confidence,language,source,notes
Accusé de reception de dépôt mémoire finale,accuse de reception de depot memoire finale,DOC_EDU_RESEARCH_MEMOIR,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Formulaire de dépôt de thème,formulaire de depot de theme,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Lettre adressée au Directeur du CNRIT, Informations relatives à L'échantillon à analyser",lettre adressee au directeur du cnrit informations relatives a l echantillon a analyser,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Lettre adressée au Directeur du CNRIT,lettre adressee au directeur du cnrit,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"CV et lettre de motivation,",cv et lettre de motivation ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande de formation ou Termes de référence,",demande de formation ou termes de reference ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Demande de formation ou Termes de référence,demande de formation ou termes de reference,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande adressée au CDRA incluant le stage souhaité ou proposition de thèse,",demande adressee au cdra incluant le stage souhaite ou proposition de these ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Projet de thèse ou de recherche,",projet de these ou de recherche ,DOC_EDU_RESEARCH_MEMOIR,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Formulaire d'enquête épidémiologique,",formulaire d enquete epidemiologique ,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Formulaire descriptif des échantillons,formulaire descriptif des echantillons,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Demande adressée au DG s/c DS en copie à la structure de mise en œuvre concernée (Département de Recherches Agronomiques),demande adressee au dg s c ds en copie a la structure de mise en uvre concernee departement de recherches agronomiques ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande adressée au DG s/c DS en copie à la structure de mise en œuvre concernée (Département de Recherches Agronomiques), Déclaration de culture auprès du SOC,",demande adressee au dg s c ds en copie a la structure de mise en uvre concernee departement de recherches agronomiques declaration de culture aupres du soc ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Fiche descriptive des caractères de la variété à homologuer,",fiche descriptive des caracteres de la variete a homologuer ,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Fiche de culture,fiche de culture,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande adressée au DG s/c DS, copie à la structure de mise en œuvre (DRA),",demande adressee au dg s c ds copie a la structure de mise en uvre dra ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Fiche produit,",fiche produit ,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Fiche technique relative à la source à importer/exporter,fiche technique relative a la source a importer exporter,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Fiche technique relative à la source radioactive ou l'appareil émetteur de rayonnement ionisant,fiche technique relative a la source radioactive ou l appareil emetteur de rayonnement ionisant,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Fiche d'abonnement,fiche d abonnement,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Demande adressée au Directeur Général de l'INSTN comportant le nombre de personnes à former,demande adressee au directeur general de l instn comportant le nombre de personnes a former,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
BSC (Bordereau de Suivi de Cargaison),bsc bordereau de suivi de cargaison ,DOC_PAY_BANK_SLIP,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande d'attestation de radioactivité du transitaire, de la compagnie de transport aérien/maritime, des clients,",demande d attestation de radioactivite du transitaire de la compagnie de transport aerien maritime des clients ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Demande adressée au Directeur Général de l’INSTN avec précision du modèle,demande adressee au directeur general de l instn avec precision du modele,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande d'inscription (en ligne),",demande d inscription en ligne ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande de stage adressée au DG de l'INSTN,",demande de stage adressee au dg de l instn ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande manustrite ou mail adressée au Département ""Réseaux et système d'information"" du CIDST (précisant les thématiques de formation souhaitées),",demande manustrite ou mail adressee au departement reseaux et systeme d information du cidst precisant les thematiques de formation souhaitees ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Formulaire rempli en ligne adressé au Département diffusion de l'information,formulaire rempli en ligne adresse au departement diffusion de l information,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Lettre adressée à la Direction CNRO Nosy Be,",lettre adressee a la direction cnro nosy be ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Lettre adressée à la Direction CNRO,lettre adressee a la direction cnro,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande adressée au Ministre par la personne demandeur ou par l'institution de rattachement du demandeur,",demande adressee au ministre par la personne demandeur ou par l institution de rattachement du demandeur ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Document de projet de recherche à effectuer,",document de projet de recherche a effectuer ,DOC_EDU_RESEARCH_MEMOIR,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Casier judiciaire,",casier judiciaire ,DOC_JUD_CRIMINAL_RECORD,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Fiche de poste ou qualification ciblée,",fiche de poste ou qualification ciblee ,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Lettre de convention de partenariat,",lettre de convention de partenariat ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande,",demande ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Demande adressée à Monsieur le Ministre chargé de l'Intérieur indiquant le motif , le lieu et la durée de séjour,",demande adressee a monsieur le ministre charge de l interieur indiquant le motif le lieu et la duree de sejour ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Bordereau d'envoi auto-école,",bordereau d envoi auto ecole ,DOC_PAY_BANK_SLIP,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
"Certificat de paiement/Centre fiscal,",certificat de paiement centre fiscal ,DOC_TAX_NIF,medium,fr,auto-top100-pass-2026-03-21,auto from top unmapped freq=2
Rapport d'auto évaluation pour l'accréditation (à remplir),rapport d auto evaluation pour l accreditation a remplir ,DOC_EDU_RESEARCH_MEMOIR,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Canevas à remplir, à retirer à la Direction Générale de l'Enseignement Supérieur (DGES)ou à télécharger sur le site WWW.mesupres.gov.mg, et à déposer en 5 exemplaires dûment remplis",canevas a remplir a retirer a la direction generale de l enseignement superieur dges ou a telecharger sur le site www mesupres gov mg et a deposer en 5 exemplaires dument remplis,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Rapport de recherche sur le produit,rapport de recherche sur le produit,DOC_EDU_RESEARCH_MEMOIR,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Certificat d’inscription,",certificat d inscription ,DOC_EDU_CERT_SUCCESS,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Attestation d’inscription auprès d’université,",attestation d inscription aupres d universite ,DOC_EDU_STUDENT_CARD,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Liste des formateurs avec autorisation d'enseigner,",liste des formateurs avec autorisation d enseigner ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Autorisation d'enseigner,",autorisation d enseigner ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Si étranger autorisation de travail sur le territoire national,si etranger autorisation de travail sur le territoire national,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Certificat de notoriété, acte de vente, offre, autorisation, acte de partage,...)",tout les documents relatifs au terrain s il n est pas inscrit au nom du proprietaire certificat de notoriete acte de vente offre autorisation acte de partage ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Autorisation APIPA,",autorisation apipa ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Procès-verbal de prélèvement d’échantillon délivré par le Ministère chargé du Commerce avec 2 échantillons scellés à emballage intact pour chaque produit à analyser, Certificat phytosanitaire (selon le cas des produits) (01),",proces verbal de prelevement d echantillon delivre par le ministere charge du commerce avec 2 echantillons scelles a emballage intact pour chaque produit a analyser certificat phytosanitaire selon le cas des produits 01 ,DOC_TECH_ANALYSIS_REPORT,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Projet faisant état de la nouvelle prise en charge de la couverture médicale des travailleurs (infrastructures, personnel médical et paramédical, ressources financières …)",projet faisant etat de la nouvelle prise en charge de la couverture medicale des travailleurs infrastructures personnel medical et paramedical ressources financieres ,DOC_TECH_ANALYSIS_REPORT,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Document certifiant la résidence de l'affêteur à Madagascar,document certifiant la residence de l affeteur a madagascar,DOC_RES_CERT,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Pièce certifiant la résidence du propriétaire à Madagascar,piece certifiant la residence du proprietaire a madagascar,DOC_RES_CERT,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Derniers rapport de visite et permis de navigation,derniers rapport de visite et permis de navigation,DOC_EDU_RESEARCH_MEMOIR,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Attestation de régularité vis-à-vis de l'ARTEC (ex-OMERT) (si, selon le dernier rapport de visite, le navire a utilisé une station radio)",attestation de regularite vis a vis de l artec ex omert si selon le dernier rapport de visite le navire a utilise une station radio ,DOC_EDU_RESEARCH_MEMOIR,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Identification complète de l'affréteur coque nue:  Carte nationale d'identité ou carte de résidence d'étranger,identification complete de l affreteur coque nue carte nationale d identite ou carte de residence d etranger,DOC_RES_CERT,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Identification complète du propriétaire acquéreur ou donataire: carte nationale d'identité ou carte de résidence d'étranger,identification complete du proprietaire acquereur ou donataire carte nationale d identite ou carte de residence d etranger,DOC_RES_CERT,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"01 copie du certificat de base,",01 copie du certificat de base ,DOC_CERTIFIED_COPY,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"01 copie du certificat d'aptitude médical,",01 copie du certificat d aptitude medical ,DOC_CERTIFIED_COPY,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Certificat de bonne conduite délivré par le Fokontany,certificat de bonne conduite delivre par le fokontany,DOC_RES_CERT,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
(vii) Lettre de mandatement pour les sous-traitants, vii lettre de mandatement pour les sous traitants,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
(x) Pour les locataires d'aéroport: copie d'autorisation d'activité, x pour les locataires d aeroport copie d autorisation d activite,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Copie de l’Autorisation d’exploiter valide.,copie de l autorisation d exploiter valide ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
"Copie de la Carte d’Identité Fiscale, Carte Statistique, attestation d’immatriculation au Registre de Commerce et des Sociétés",copie de la carte d identite fiscale carte statistique attestation d immatriculation au registre de commerce et des societes,DOC_CERTIFIED_COPY,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Copie du certificat d’enregistrement auprès de la Direction Régionale en charge de l’Industrie et de la coopérativisation,copie du certificat d enregistrement aupres de la direction regionale en charge de l industrie et de la cooperativisation,DOC_CERTIFIED_COPY,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=2
Fiche de renseignement à remplir délivré par le Ministère de l'Artisanat et des Métiers,fiche de renseignement a remplir delivre par le ministere de l artisanat et des metiers,DOC_REQ_APPLICATION_FORM,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
Rapport d’activité annuelle,rapport d activite annuelle,DOC_EDU_RESEARCH_MEMOIR,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
Certificat d’existence au niveau Fokontany,certificat d existence au niveau fokontany,DOC_RES_CERT,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
Autorisation d'exportations et PV de constatation et redevance (pour le bois),autorisation d exportations et pv de constatation et redevance pour le bois ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
1 lettre de prescription d’urbanisme,1 lettre de prescription d urbanisme,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
BE (Bordereau d’Envoi) ou TLO (Télégramme Lettre Officielle),be bordereau d envoi ou tlo telegramme lettre officielle ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
"Lettre d’intention,",lettre d intention ,DOC_REQ_APPLICATION_LETTER,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
"Rapport de sensibilisation annexé d’une fiche de présence,",rapport de sensibilisation annexe d une fiche de presence ,DOC_EDU_RESEARCH_MEMOIR,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
"Election de domicile à Madagascar,",election de domicile a madagascar ,DOC_RES_CERT,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
"Rapport de la Prospection,",rapport de la prospection ,DOC_EDU_RESEARCH_MEMOIR,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
"Un (1) extrait cadastral ou jugement du Tribunal Terrier Ambulant avec mention « POUR IMMATRICULATION »,",un 1 extrait cadastral ou jugement du tribunal terrier ambulant avec mention pour immatriculation ,DOC_VEH_REG_CARD,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
"Certificat d’occupation délivré par le Chef Fokontany,",certificat d occupation delivre par le chef fokontany ,DOC_RES_CERT,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
Procuration dûment légalisée et enregistrée,procuration dument legalisee et enregistree,DOC_CERTIFIED_COPY,medium,fr,auto-top200-pass-2026-03-21,auto from top unmapped freq=1
